ensembl_gene_id	oanatinus_homolog_ensembl_gene	oanatinus_homolog_associated_gene_name	oanatinus_homolog_ensembl_peptide	oanatinus_homolog_chromosome	oanatinus_homolog_chrom_start	oanatinus_homolog_chrom_end	oanatinus_homolog_canonical_transcript_protein	oanatinus_homolog_subtype	oanatinus_homolog_orthology_type	oanatinus_homolog_perc_id	oanatinus_homolog_perc_id_r1	oanatinus_homolog_goc_score	oanatinus_homolog_wga_coverage	oanatinus_homolog_dn	oanatinus_homolog_ds	oanatinus_homolog_orthology_confidence
ENSMUSG00000071490	ENSOANG00000013599		ENSOANP00000021446	Contig24859	4847	7248	ENSMUSP00000093655	Mammalia	ortholog_many2many	29.1317	35.3741	0	NA	NA	NA	0
ENSMUSG00000032648	ENSOANG00000001872		ENSOANP00000002971	Contig19058	6932	9886	ENSMUSP00000047564	Mammalia	ortholog_one2many	9.61995	69.2308	0	47.58	NA	NA	0
ENSMUSG00000032648	ENSOANG00000013714		ENSOANP00000021628	Contig20882	4747	14666	ENSMUSP00000047564	Mammalia	ortholog_one2many	47.8622	79.3307	0	16.96	NA	NA	0
ENSMUSG00000050890	ENSOANG00000014896		ENSOANP00000023451	Contig2043	20857	35904	ENSMUSP00000060381	Mammalia	ortholog_one2one	94.7214	82.1883	50	13.54	NA	NA	0
ENSMUSG00000037594	ENSOANG00000029951		ENSOANP00000032800	Contig3676	21817	41873	ENSMUSP00000038002	Mammalia	ortholog_one2one	33.3333	31.1953	0	20.38	NA	NA	0
ENSMUSG00000020654	ENSOANG00000029959		ENSOANP00000031412	Contig28406	523	8880	ENSMUSP00000115406	Mammalia	ortholog_one2one	24.2795	85.0153	25	62.85	NA	NA	0
ENSMUSG00000027804	ENSOANG00000014977	PPID	ENSOANP00000023571	12	13504615	13518249	ENSMUSP00000029382	Mammalia	ortholog_one2one	77.5676	77.7778	100	93.04	NA	NA	1
ENSMUSG00000021125	ENSOANG00000021323		ENSOANP00000027136	Contig34894	4070	7168	ENSMUSP00000021550	Mammalia	ortholog_one2one	20.339	83.7209	0	56.47	NA	NA	0
ENSMUSG00000019647	ENSOANG00000008223	SEMA6A	ENSOANP00000013063	X5	10852763	10915432	ENSMUSP00000019791	Mammalia	ortholog_one2one	81.8623	88.0083	50	78.8	NA	NA	1
ENSMUSG00000024378	ENSOANG00000015159		ENSOANP00000023871	Ultra84	2463734	2489075	ENSMUSP00000025236	Mammalia	ortholog_one2one	70.9821	44.7887	100	30.69	NA	NA	0
ENSMUSG00000034159	ENSOANG00000015607	MAB21L4	ENSOANP00000024586	7	31774364	31796490	ENSMUSP00000035332	Mammalia	ortholog_one2one	61.5044	63.4703	100	93.56	NA	NA	1
ENSMUSG00000020419	ENSOANG00000011582		ENSOANP00000018347	Contig2432	21359	26218	ENSMUSP00000105574	Mammalia	ortholog_one2one	16.3399	33.3333	0	NA	NA	NA	0
ENSMUSG00000014453	ENSOANG00000010683		ENSOANP00000016941	Contig7728	1969	12970	ENSMUSP00000014597	Mammalia	ortholog_one2one	53.7074	53.3865	0	58.44	NA	NA	0
ENSMUSG00000047766	ENSOANG00000014128		ENSOANP00000022286	Contig8517	3794	19939	ENSMUSP00000070606	Mammalia	ortholog_one2one	26.0638	66.6667	0	49.42	NA	NA	0
ENSMUSG00000043487	ENSOANG00000001051		ENSOANP00000001671	Contig867	45675	68304	ENSMUSP00000056131	Mammalia	ortholog_one2one	65.1551	60.9375	100	42.76	NA	NA	1
ENSMUSG00000029377	ENSOANG00000006917	EREG	ENSOANP00000011021	Ultra362	467713	471721	ENSMUSP00000031324	Mammalia	ortholog_one2one	53.0864	52.7607	100	32.18	NA	NA	1
ENSMUSG00000022556	ENSOANG00000001941		ENSOANP00000003085	Contig5834	7644	16412	ENSMUSP00000072617	Amniota	ortholog_one2one	57.0577	61.8534	0	50.11	NA	NA	0
ENSMUSG00000034274	ENSOANG00000005901		ENSOANP00000009391	Contig2379	1449	11725	ENSMUSP00000045580	Mammalia	ortholog_one2one	41.142	85.4103	50	75.27	NA	NA	0
ENSMUSG00000022231	ENSOANG00000011586	SEMA5A	ENSOANP00000018360	Contig22	973450	1214104	ENSMUSP00000069024	Mammalia	ortholog_one2one	88.9199	86.582	50	36.75	NA	NA	0
ENSMUSG00000021081	ENSOANG00000014333		ENSOANP00000022589	Contig32080	1606	8258	ENSMUSP00000021490	Mammalia	ortholog_many2many	20.6813	20.1422	0	11.9	NA	NA	0
ENSMUSG00000021081	ENSOANG00000012037		ENSOANP00000019065	Ultra378	1141069	1144383	ENSMUSP00000021490	Mammalia	ortholog_many2many	18.7348	20.8672	50	22.1	NA	NA	0
ENSMUSG00000021081	ENSOANG00000001280		ENSOANP00000002043	Contig23682	974	8692	ENSMUSP00000021490	Mammalia	ortholog_many2many	13.6253	15.8192	0	NA	NA	NA	0
ENSMUSG00000055546	ENSOANG00000005088		ENSOANP00000008077	X1	24710478	24735750	ENSMUSP00000069456	Euteleostomi	ortholog_one2many	36.7347	25.8727	75	3.66	NA	NA	0
ENSMUSG00000055546	ENSOANG00000005087		ENSOANP00000008076	X1	24699861	24700265	ENSMUSP00000069456	Euteleostomi	ortholog_one2many	17.7843	45.1852	100	62.69	NA	NA	0
ENSMUSG00000047832	ENSOANG00000003424	CDCA4	ENSOANP00000005426	Contig8802	2228	6056	ENSMUSP00000058901	Tetrapoda	ortholog_one2one	63.7131	59.9206	0	99.27	NA	NA	1
ENSMUSG00000022516	ENSOANG00000003819		ENSOANP00000006065	Ultra521	210160	211940	ENSMUSP00000155142	Mammalia	ortholog_one2one	69.1943	84.8837	25	64.07	NA	NA	0
ENSMUSG00000040850	ENSOANG00000004646		ENSOANP00000007365	Contig1446	35293	113720	ENSMUSP00000045460	Mammalia	ortholog_one2one	86.2724	90.1361	25	53.92	NA	NA	0
ENSMUSG00000002781	ENSOANG00000014820	TMEM143	ENSOANP00000023340	Contig29529	4567	11582	ENSMUSP00000070405	Mammalia	ortholog_one2one	58.2969	73.3516	0	86.2	NA	NA	1
ENSMUSG00000027247	ENSOANG00000002770	ARHGAP1	ENSOANP00000028117	Ultra7	54213	68869	ENSMUSP00000106963	Mammalia	ortholog_one2one	63.048	71.564	50	44.16	NA	NA	0
ENSMUSG00000039987	ENSOANG00000015067	PHTF2	ENSOANP00000023722	Ultra5	5071477	5170040	ENSMUSP00000114087	Mammalia	ortholog_one2one	91.9679	91.3564	75	5.85	NA	NA	1
ENSMUSG00000075701	ENSOANG00000002268		ENSOANP00000003592	5	9704808	9718738	ENSMUSP00000099301	Mammalia	ortholog_one2one	61.0526	69.0476	25	92.56	NA	NA	1
ENSMUSG00000018604	ENSOANG00000007095	TBX3	ENSOANP00000011290	Ultra242	58933	74118	ENSMUSP00000018748	Mammalia	ortholog_one2one	78.9474	78.1041	0	53.82	NA	NA	0
ENSMUSG00000000617	ENSOANG00000014586	GRM6	ENSOANP00000022980	Contig765	173920	181473	ENSMUSP00000130728	Mammalia	ortholog_one2one	77.1527	76.7123	0	51	NA	NA	0
ENSMUSG00000069867	ENSOANG00000013901	PABPN1L	ENSOANP00000021915	11	6761115	6765976	ENSMUSP00000090747	Amniota	ortholog_one2one	52.7473	55.1724	50	71.44	NA	NA	0
ENSMUSG00000071745	ENSOANG00000012284		ENSOANP00000019435	Ultra23	101464	126395	ENSMUSP00000079200	Mammalia	ortholog_one2many	28.6331	27.0014	25	21.08	NA	NA	0
ENSMUSG00000025857	ENSOANG00000006999		ENSOANP00000011154	2	9721979	9755374	ENSMUSP00000026975	Mammalia	ortholog_one2one	28.136	58.1114	75	56.16	NA	NA	0
ENSMUSG00000009863	ENSOANG00000011731		ENSOANP00000018596	Contig1852	88027	108210	ENSMUSP00000010007	Mammalia	ortholog_one2one	65.6028	61.0561	50	12.9	NA	NA	0
ENSMUSG00000031870	ENSOANG00000030855		ENSOANP00000030417	Contig26055	952	2428	ENSMUSP00000140124	Mammalia	ortholog_one2many	7.66739	89.8734	0	NA	NA	NA	0
ENSMUSG00000031870	ENSOANG00000010494		ENSOANP00000016631	Ultra192	2736058	2766640	ENSMUSP00000140124	Mammalia	ortholog_one2many	33.6933	91.2281	75	70.65	NA	NA	0
ENSMUSG00000031870	ENSOANG00000007834		ENSOANP00000012483	Contig41196	716	1878	ENSMUSP00000140124	Mammalia	ortholog_one2many	9.39525	79.0909	0	NA	NA	NA	0
ENSMUSG00000025958	ENSOANG00000005816		ENSOANP00000027595	Contig13811	2831	8795	ENSMUSP00000059973	Mammalia	ortholog_one2one	46.0411	86.2637	0	69.44	NA	NA	0
ENSMUSG00000067764	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000085796	Mammalia	ortholog_many2many	17.3184	13.2479	25	NA	NA	NA	0
ENSMUSG00000067764	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000085796	Mammalia	ortholog_many2many	16.7598	12.987	25	0.61	NA	NA	0
ENSMUSG00000084989	ENSOANG00000015608		ENSOANP00000024590	7	31625126	31702954	ENSMUSP00000120588	Mammalia	ortholog_one2one	30.7082	34.618	100	39.87	NA	NA	0
ENSMUSG00000041879	ENSOANG00000009358	IPO9	ENSOANP00000014879	Ultra171	681579	722441	ENSMUSP00000036093	Mammalia	ortholog_one2one	90.7692	95.45	100	54.57	NA	NA	1
ENSMUSG00000061859	ENSOANG00000031703		ENSOANP00000031669	Contig20239	8498	16783	ENSMUSP00000049176	Mammalia	ortholog_one2one	2.67176	83.0508	0	52.67	NA	NA	0
ENSMUSG00000058147	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000079651	Mammalia	ortholog_many2many	17.2566	16.6667	50	NA	NA	NA	0
ENSMUSG00000058147	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000079651	Mammalia	ortholog_many2many	18.1416	17.7489	25	0.61	NA	NA	0
ENSMUSG00000031965	ENSOANG00000006968	TBX20	ENSOANP00000011093	Contig2475	4053	44454	ENSMUSP00000052591	Mammalia	ortholog_one2one	58.8764	89.1156	0	100	NA	NA	1
ENSMUSG00000052934	ENSOANG00000003739	FBXO31	ENSOANP00000005932	Ultra78	1661289	1701262	ENSMUSP00000057573	Mammalia	ortholog_one2one	70.0197	83.1382	100	52.86	NA	NA	1
ENSMUSG00000037242	ENSOANG00000009830		ENSOANP00000015588	Ultra280	384619	398270	ENSMUSP00000041453	Mammalia	ortholog_one2one	53.7549	80.9524	50	47.83	NA	NA	0
ENSMUSG00000058328	ENSOANG00000029439		ENSOANP00000031861	Ultra443	2006471	2016540	ENSMUSP00000077650	Mammalia	ortholog_many2many	16.5254	16.6667	25	NA	NA	NA	0
ENSMUSG00000058328	ENSOANG00000032000		ENSOANP00000030450	Ultra443	1984033	1999255	ENSMUSP00000077650	Mammalia	ortholog_many2many	16.9492	17.316	0	0.61	NA	NA	0
ENSMUSG00000060024	ENSOANG00000021437		ENSOANP00000027296	Contig21464	813	2146	ENSMUSP00000153766	Mammalia	ortholog_many2many	15.625	31.0881	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003580		ENSOANP00000005677	Ultra117	133724	135091	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	33.1058	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003558		ENSOANP00000005640	Contig135092	12	926	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.5208	32.1311	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000004233	ORNANAV1R3139	ENSOANP00000006725	Contig19010	5140	8303	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.0833	33.5484	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013106		ENSOANP00000020712	Contig43632	417	3470	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.5208	31.7152	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000002824	ORNANAV1R3133	ENSOANP00000004489	Contig17477	6062	7327	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.5208	31.4103	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000002811	ORNANAV1R3233	ENSOANP00000004471	Ultra117	65623	68348	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.3438	33.6538	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000012508		ENSOANP00000019786	Contig35757	4224	5166	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	31.8033	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000014331		ENSOANP00000022585	Contig6385	14881	16122	ENSMUSP00000153766	Mammalia	ortholog_many2many	25	34.2857	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000005737		ENSOANP00000009137	Contig48587	2744	3781	ENSMUSP00000153766	Mammalia	ortholog_many2many	22.9167	35.6275	50	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000002029		ENSOANP00000003214	6	10545880	10548526	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.0417	33.1126	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000014616	ORNANAV1R3148	ENSOANP00000023024	Contig20803	328	2966	ENSMUSP00000153766	Mammalia	ortholog_many2many	28.6458	33.9506	50	42.87	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013337		ENSOANP00000021055	Ultra257	141162	144582	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.5625	31.4815	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000006714		ENSOANP00000010720	Ultra211	111508	112845	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.8229	33.2258	75	7.1	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008133		ENSOANP00000012925	Contig75711	111	794	ENSMUSP00000153766	Mammalia	ortholog_many2many	20.3125	36.2791	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000006494	ORNANAV1R3227	ENSOANP00000010368	Contig190794	238	1161	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.6042	34.4156	75	23	NA	NA	0
ENSMUSG00000060024	ENSOANG00000012693	ORNANAV1R3217	ENSOANP00000020075	Contig57739	180	1332	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.3438	34.4262	25	36.17	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003548	ORNANAV1R3153	ENSOANP00000005623	Contig22226	1810	3418	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.8229	34.106	75	28.15	NA	NA	0
ENSMUSG00000060024	ENSOANG00000021912		ENSOANP00000027935	Contig38347	3198	5932	ENSMUSP00000153766	Mammalia	ortholog_many2many	25	35.4244	50	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000000435	ORNANAV1R3163	ENSOANP00000028988	Contig24139	2743	4304	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.7812	31.1321	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000020924		ENSOANP00000026626	Contig16414	11608	13564	ENSMUSP00000153766	Mammalia	ortholog_many2many	17.9688	30.6667	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000004995		ENSOANP00000007919	Contig28326	4436	5326	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	33.6806	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000012727		ENSOANP00000020140	Contig17552	7394	9645	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.5208	28.5714	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003332		ENSOANP00000005289	Contig21446	1169	4017	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.3021	33.6667	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008370		ENSOANP00000013301	Ultra257	103555	104835	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.8229	34.106	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003995	ORNANAV1R3138	ENSOANP00000006326	Contig18184	7699	8828	ENSMUSP00000153766	Mammalia	ortholog_many2many	28.125	35.0649	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008363	ORNANAV1R3170	ENSOANP00000013289	Contig25961	586	1598	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.8229	32.8025	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000010153		ENSOANP00000016092	Contig29349	8405	9344	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.7396	31.1475	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008255	ORNANAV1R3157	ENSOANP00000013117	Contig23165	1079	2587	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.5625	32.7974	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000020077		ENSOANP00000025491	Contig20336	8691	10070	ENSMUSP00000153766	Mammalia	ortholog_many2many	23.6979	32.7338	25	36.45	NA	NA	0
ENSMUSG00000060024	ENSOANG00000005201		ENSOANP00000008261	Contig30875	158	1100	ENSMUSP00000153766	Mammalia	ortholog_many2many	22.3958	29.7578	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000001242		ENSOANP00000001975	Contig81366	234	1363	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.8646	34.7403	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000021889		ENSOANP00000027905	Contig118180	2871	3745	ENSMUSP00000153766	Mammalia	ortholog_many2many	16.4062	32.1429	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013470		ENSOANP00000021253	Contig21301	8984	12690	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.7812	30.0912	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000015245	ORNANAV1R3228	ENSOANP00000024002	Contig288296	143	1262	ENSMUSP00000153766	Mammalia	ortholog_many2many	25	31.8937	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013609		ENSOANP00000021465	Contig66994	108	3387	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.0833	33.0159	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008404		ENSOANP00000013353	Contig5319	11166	12826	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.7396	30.7443	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000007009	ORNANAV1R3109	ENSOANP00000027353	Contig13979	1058	3215	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.7812	31.8328	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000009224		ENSOANP00000014687	Contig30974	714	2523	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.5625	31.5789	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000006635		ENSOANP00000010575	Ultra117	29214	30994	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.6042	33.125	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000005645		ENSOANP00000008979	Contig21056	1480	3629	ENSMUSP00000153766	Mammalia	ortholog_many2many	20.5729	29.2593	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000002810		ENSOANP00000004470	Contig33430	2036	3238	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.4792	30.2251	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000004539	ORNANAV1R3092	ENSOANP00000007197	Contig11187	2439	5482	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.3438	33.3333	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000011734		ENSOANP00000018601	Ultra257	231483	232292	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.2188	35.2273	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000004794		ENSOANP00000007585	Contig32158	1763	6879	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.7396	31.25	50	0.47	NA	NA	0
ENSMUSG00000060024	ENSOANG00000021879		ENSOANP00000027893	Contig187751	5	935	ENSMUSP00000153766	Mammalia	ortholog_many2many	12.5	30.1887	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000002086		ENSOANP00000003312	Contig293690	218	977	ENSMUSP00000153766	Mammalia	ortholog_many2many	19.7917	30.5221	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000004280		ENSOANP00000006798	Contig110085	2309	3298	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	31.5961	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008845	ORNANAV1R3260	ENSOANP00000014082	Ultra257	255785	257425	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	31.2903	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000010011		ENSOANP00000015872	Ultra117	94398	96963	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.7396	31.25	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000021441		ENSOANP00000027301	Contig25322	13704	14797	ENSMUSP00000153766	Mammalia	ortholog_many2many	17.9688	33.9901	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013640		ENSOANP00000021526	Contig17278	8847	10766	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.3438	33.7621	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000022333		ENSOANP00000028504	Contig13621	6952	9360	ENSMUSP00000153766	Mammalia	ortholog_many2many	20.8333	27.6817	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000012465	ORNANAV1R3152	ENSOANP00000019719	Contig22044	3915	5165	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.8229	31.8885	25	36.25	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008980	ORNANAV1R3093	ENSOANP00000014299	Contig11500	9719	11232	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.7812	35.4839	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003697		ENSOANP00000005861	Contig14392	12449	13373	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.7396	31.8792	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000011781		ENSOANP00000018672	Contig11502	886	1846	ENSMUSP00000153766	Mammalia	ortholog_many2many	25	31.4754	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000004750		ENSOANP00000007521	Contig32751	4918	5569	ENSMUSP00000153766	Mammalia	ortholog_many2many	19.2708	34.7418	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008740	ORNANAV1R3144	ENSOANP00000013933	Contig20090	3778	5442	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	30.1242	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008641		ENSOANP00000013769	Contig37613	2739	4959	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	32.6599	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000012324		ENSOANP00000019502	Contig292825	145	984	ENSMUSP00000153766	Mammalia	ortholog_many2many	22.6562	34.3874	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000002140		ENSOANP00000003395	Contig13931	7202	8946	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.5208	33.4471	25	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008371		ENSOANP00000013303	Ultra257	92516	93867	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.0833	35.9862	25	50	NA	NA	0
ENSMUSG00000060024	ENSOANG00000006245	ORNANAV1R3053	ENSOANP00000027512	Contig6380	472	2060	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.0833	33.4405	50	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000008564		ENSOANP00000013635	Ultra173	369064	371031	ENSMUSP00000153766	Mammalia	ortholog_many2many	25.2604	31.3916	50	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013870		ENSOANP00000021873	Contig23267	9356	11492	ENSMUSP00000153766	Mammalia	ortholog_many2many	23.1771	30.2721	50	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000001019		ENSOANP00000001625	Contig42694	1828	2788	ENSMUSP00000153766	Mammalia	ortholog_many2many	24.4792	30.8197	0	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000020283		ENSOANP00000025767	Contig24680	4573	6380	ENSMUSP00000153766	Mammalia	ortholog_many2many	23.4375	31.5789	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000003703		ENSOANP00000005871	Contig10792	2241	3942	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.5625	35.2941	75	47.37	NA	NA	0
ENSMUSG00000060024	ENSOANG00000015597	ORNANAV1R3169	ENSOANP00000024565	Contig25953	6387	7516	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.0833	33.7662	75	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000012636		ENSOANP00000019983	Ultra257	280952	290529	ENSMUSP00000153766	Mammalia	ortholog_many2many	23.9583	30.4636	75	23.53	NA	NA	0
ENSMUSG00000060024	ENSOANG00000022197		ENSOANP00000028315	Contig10809	18915	21642	ENSMUSP00000153766	Mammalia	ortholog_many2many	26.0417	34.1297	50	NA	NA	NA	0
ENSMUSG00000060024	ENSOANG00000013599		ENSOANP00000021446	Contig24859	4847	7248	ENSMUSP00000153766	Mammalia	ortholog_many2many	27.8646	36.3946	25	NA	NA	NA	0
ENSMUSG00000025027	ENSOANG00000001602	XPNPEP1	ENSOANP00000002559	Ultra272	3405225	3469348	ENSMUSP00000138250	Mammalia	ortholog_one2one	80.1802	85.7143	100	51.83	NA	NA	1
ENSMUSG00000039607	ENSOANG00000010529	RBMS3	ENSOANP00000016689	Ultra51	3034500	3687953	ENSMUSP00000131371	Mammalia	ortholog_one2one	76.4579	81.0069	75	48.44	NA	NA	1
ENSMUSG00000028975	ENSOANG00000005858	PEX14	ENSOANP00000009327	Ultra490	464621	498578	ENSMUSP00000099506	Mammalia	ortholog_one2one	53.1915	66.6667	100	41.72	NA	NA	1
ENSMUSG00000039031	ENSOANG00000006818		ENSOANP00000010875	Ultra374	198403	235291	ENSMUSP00000044834	Mammalia	ortholog_one2many	44.6455	84.5714	25	79.65	NA	NA	0
ENSMUSG00000039031	ENSOANG00000011678		ENSOANP00000018504	Ultra374	66438	80890	ENSMUSP00000044834	Mammalia	ortholog_one2many	22.0211	66.0633	25	56.06	NA	NA	0
ENSMUSG00000079502	ENSOANG00000014016		ENSOANP00000022101	4	26945514	26946374	ENSMUSP00000125742	Mammalia	ortholog_one2one	33.2103	31.4685	0	NA	NA	NA	0
ENSMUSG00000052296	ENSOANG00000003135		ENSOANP00000004970	Contig28595	3367	6414	ENSMUSP00000066736	Mammalia	ortholog_one2one	20.5607	75.2137	0	100	NA	NA	0
ENSMUSG00000066113	ENSOANG00000009223	ADAMTSL1	ENSOANP00000014684	X5	18566264	18874499	ENSMUSP00000102796	Mammalia	ortholog_one2one	75.5847	79.2938	75	96.57	NA	NA	1
ENSMUSG00000046364	ENSOANG00000004644		ENSOANP00000007361	Contig2806	74498	75471	ENSMUSP00000123410	Mammalia	ortholog_one2many	65.5405	85.0877	0	NA	NA	NA	0
ENSMUSG00000046364	ENSOANG00000006440		ENSOANP00000010277	Ultra707	64624	67489	ENSMUSP00000123410	Mammalia	ortholog_one2many	81.0811	94.4882	0	49.89	NA	NA	0
ENSMUSG00000060152	ENSOANG00000001792		ENSOANP00000002848	Contig2701	55591	56791	ENSMUSP00000080215	Mammalia	ortholog_one2one	50.2959	74.5614	50	82.06	NA	NA	1
ENSMUSG00000034066	ENSOANG00000011757	FARP2	ENSOANP00000018639	7	31094326	31175439	ENSMUSP00000112725	Euteleostomi	ortholog_one2one	67.9812	72.7638	50	62.94	NA	NA	0
ENSMUSG00000061829	ENSOANG00000021437		ENSOANP00000027296	Contig21464	813	2146	ENSMUSP00000153823	Mammalia	ortholog_many2many	16.3488	31.0881	25	NA	NA	NA	0
